file	fac1	fac2	fac3	fac4
t001029	0	0	0	0
t001030	1	0	0	-1
t001031	-1	0	0	0
t001032	6	0	0	0
t001033	3	0	0	0
t001034	2	0	0	0
t001035	0	0	0	0
t001036	0	0	0	0
t001037	1	0	0	1
t001038	6	0	0	2
t001039	0	0	0	1
t001041	-1	0	0	1
t001042	2	1	0	0
t001043	1	0	0	0
t001044	6	0	0	0
t001045	3	0	1	2
t001046	6	0	0	0
t001048	0	0	0	0
t001049	4	0	0	0
t001050	4	0	1	0
t001051	2	0	0	0
t001052	0	0	-1	0
t001053	4	0	0	0
t001054	2	0	0	0
t001055	5	0	0	0
t001056	1	0	0	1
t001057	1	0	0	1
t001058	5	0	0	0
t001059	4	0	0	0
t001061	1	0	1	1
t001062	0	0	0	0
t001063	2	0	0	0
t001064	8	0	0	1
t001065	1	0	1	0
t001066	3	0	0	0
t001067	4	0	0	-1
t001068	4	0	0	-1
t001069	4	0	1	1
t001070	4	0	0	0
t001071	6	0	-1	1
t001072	0	0	0	0
t001073	3	0	0	0
t001074	5	1	0	0
t001075	0	-1	-1	0
t001076	5	0	0	-2
t001077	3	1	0	1
t001078	1	0	1	1
t001080	4	0	0	1
t001081	3	0	0	0
t001082	3	1	0	0
t001083	4	0	0	-1
t001084	6	0	0	0
t001085	1	0	0	0
t001086	3	0	-1	0
t001087	0	0	0	1
t001088	1	0	12	1
t001089	2	0	0	0
t001091	2	0	0	0
t001092	1	0	1	1
t001093	0	0	0	0
t001094	4	0	0	-3
t001096	4	0	0	-1
t001097	3	0	0	-1
t001099	1	0	0	0
t001100	5	0	0	0
t001101	2	0	4	0
t001102	4	0	0	0
t001103	3	0	0	0
t001104	0	0	0	0
t001105	1	0	0	0
t001106	3	0	0	0
t001107	0	0	0	0
t001108	0	0	0	0
t001109	2	0	0	2
t001110	3	0	0	2
t001111	5	0	0	0
t001112	2	0	0	0
t001113	7	0	-2	0
t001114	2	0	3	1
t001115	2	14	0	0
t001116	2	14	0	0
t001117	8	0	0	-1
t001118	5	0	0	-1
t001119	4	1	0	0
t001120	2	13	0	0
t001121	2	13	0	0
t001122	4	0	0	-3
t001123	5	0	0	-1
t001124	4	0	0	0
t001125	2	0	0	0
t001126	5	0	0	0
t001127	7	0	0	0
t001129	3	0	0	0
t001130	6	0	0	1
t001131	6	0	0	0
t001132	4	0	0	0
t001133	6	0	0	0
t001134	5	0	0	0
t001135	7	0	-1	1
t001136	3	0	0	0
t001137	7	0	0	-1
t001138	5	0	0	0
t001139	0	0	0	0
t001140	0	0	0	0
t001141	5	0	0	0
t001142	1	0	0	0
t001143	0	0	0	-1
t001144	4	0	0	0
t001145	1	0	0	0
t001146	1	0	1	0
t001147	1	0	1	0
t001148	3	0	0	0
t001149	3	0	0	0
t001150	5	0	0	0
t001151	5	0	0	-2
t001152	4	0	0	0
t001153	1	0	0	0
t001154	3	0	0	0
t001155	2	0	0	0
t001156	4	0	0	0
t001157	0	0	0	0
t001158	1	0	0	-2
t001159	6	0	0	-1
t001160	9	0	0	0
t001161	5	0	0	1
t001162	5	0	-1	0
t001163	3	0	0	0
t001164	4	1	0	0
t001165	2	0	-1	0
t001166	3	0	0	0
t001167	2	0	0	0
t001168	5	0	-1	0
t001169	4	0	0	0
t001170	4	0	0	0
t001171	2	0	0	-1
t001172	1	0	0	0
t001173	7	0	0	1
t001174	3	0	0	1
t001175	2	0	0	1
t001176	5	0	0	0
t001177	3	0	0	0
t001178	11	0	0	1
t001179	1	0	0	0
t001180	5	0	0	0
t001181	4	0	0	0
t001182	2	0	1	1
t001183	1	0	0	1
t001184	7	0	0	1
t001185	-1	0	0	0
t001186	0	0	2	1
t001187	0	-1	0	0
t001188	3	0	0	1
t001189	2	0	0	1
t001190	2	0	0	1
t001191	2	0	0	1
t001192	2	0	0	1
t001193	3	0	0	1
t001194	5	0	0	1
t001195	0	1	0	1
t001196	1	0	0	0
t001197	2	0	0	0
t001198	0	0	0	0
t001199	1	0	0	1
t001200	0	0	0	-1
t001201	1	0	0	0
t001204	3	0	0	0
t001205	2	0	1	0
t001206	5	0	1	1
t001207	6	1	0	1
t001208	3	0	-1	2
t001212	3	1	0	0
t001213	1	0	0	0
t001214	0	0	0	0
t001215	3	0	0	0
t001216	0	0	0	1
t001217	0	0	0	0
t001218	0	0	0	1
t001219	7	0	1	1
t001220	1	0	0	0
t001221	-2	0	0	1
t001222	4	0	0	1
t001223	0	0	0	2
t001224	5	1	2	0
t001225	6	1	0	0
t001226	2	0	2	0
t001227	4	0	0	0
t001228	2	0	0	0
t001229	6	0	0	0
t001230	6	0	0	1
t001231	3	0	0	1
t001232	8	0	0	1
t001233	1	0	1	1
t001235	3	-1	1	2
t001236	4	2	1	0
t001237	1	0	0	1
t001238	1	0	0	0
t001240	5	0	1	0
t001242	0	-1	1	0
t001243	1	0	0	0
t001244	0	-1	1	0
t001245	0	0	0	0
t001246	4	0	0	0
t001247	1	0	1	1
t001249	6	0	0	1
t001252	1	0	0	1
t001253	0	0	0	0
t001254	2	0	1	0
t001255	1	0	0	2
t001256	4	1	0	0
t001257	1	0	0	0
t001258	4	0	0	0
t001259	0	0	2	1
t001260	0	0	0	1
t001261	0	0	0	1
t001262	1	0	0	1
t001263	5	0	-1	1
t001264	2	0	0	1
t001265	4	0	2	0
t001266	2	0	0	0
t001267	0	0	1	0
t001268	0	0	0	1
t001270	6	0	0	1
t001271	3	0	1	1
t001272	8	0	0	0
t001273	1	0	0	0
t001274	0	0	0	0
t001275	3	0	0	1
t001276	4	1	0	0
t001277	2	0	0	0
t001278	4	1	0	0
t001279	0	0	0	0
t001280	2	0	0	0
t001281	0	0	1	0
t001282	2	1	2	0
t001283	6	0	1	-1
t001284	6	0	0	1
t001285	4	0	0	1
t001286	0	0	1	0
t001288	0	0	5	0
t001289	0	0	0	0
t001291	4	0	0	1
t001292	4	0	0	1
t001293	8	1	0	1
t001295	5	0	0	-1
t001296	5	0	1	0
t001297	2	0	0	0
t001298	1	0	0	0
t001299	3	0	0	0
t001300	5	0	0	-1
t001301	5	-1	0	3
t001304	4	0	0	1
t001305	1	0	0	0
t001306	3	0	0	0
t001308	1	0	1	0
t001309	1	0	0	0
t001310	1	0	1	0
t001311	1	0	0	0
t001312	0	0	-1	0
t001313	0	0	0	0
t001315	5	1	0	0
t001316	1	0	2	1
t001317	3	0	0	0
t001318	5	0	0	0
t001319	1	0	0	0
t001320	0	0	0	0
t001321	0	0	0	0
t001322	2	0	0	0
t001323	1	0	1	0
t001324	2	0	0	1
t001325	4	1	1	0
t001326	0	0	0	2
t001327	2	0	0	0
t001328	0	0	1	0
t001329	1	0	0	0
t001330	0	0	1	0
t001331	2	0	1	0
t001332	4	0	0	0
t001333	8	0	0	0
t001334	2	0	0	0
t001335	1	0	0	0
t001336	0	-1	1	0
t001337	4	0	0	0
t001338	1	0	0	0
t001339	2	0	0	-1
t001340	0	0	0	0
t001341	-1	0	0	0
t001342	0	0	0	0
t001343	6	1	0	0
t001344	4	1	0	1
t001346	5	0	0	0
t001347	1	0	0	1
t001348	1	0	1	0
t001350	4	0	1	0
t001351	1	0	0	1
t001352	2	0	0	0
t001353	3	0	0	0
t001354	4	0	0	0
t001355	4	0	1	1
t001356	2	-1	0	1
t001357	4	0	0	0
t001358	1	0	0	1
t001359	2	0	0	2
t001360	4	0	0	0
t001361	1	0	0	3
t001362	5	0	0	0
t001364	4	1	0	0
t001365	0	0	0	0
t001366	4	0	0	2
t001368	3	0	3	0
t001369	0	0	0	0
t001370	0	0	0	0
t001371	-1	0	0	0
t001372	5	0	0	0
t001373	4	0	-1	0
t001378	3	1	0	1
t001379	5	0	0	1
t001380	6	0	0	0
t001382	1	0	1	0
t001383	-1	0	0	0
t001385	0	0	0	0
t001388	7	0	0	-4
t001389	0	0	0	0
t001391	0	0	0	0
t001392	1	0	0	0
t001394	6	0	0	-4
t001395	8	0	0	-4
t001397	1	0	0	0
t001398	7	0	0	1
t001400	1	0	0	0
t001401	1	0	0	0
t001402	1	0	1	0
t001403	3	0	0	0
t001404	3	0	0	0
t001405	4	0	1	4
t001407	3	0	0	0
t001408	1	0	2	1
t001409	4	0	0	0
t001412	4	1	0	0
t001413	3	1	0	1
t001414	6	0	0	0
t001415	2	0	0	0
t001416	1	0	0	0
t001417	0	0	0	0
t001418	1	0	0	4
t001419	3	0	0	1
t001420	2	0	1	0
t001422	3	0	-1	1
t001423	2	0	0	1
t001424	5	0	-1	-1
t001426	1	0	0	0
t001427	3	0	0	0
t001428	5	0	0	0
t001429	5	0	0	0
t001430	5	0	0	1
t001431	4	0	0	-1
t001432	6	0	0	0
t001433	5	0	0	0
t001434	4	0	0	1
t001435	0	0	0	0
t001436	5	0	0	1
t001437	0	0	1	0
t001438	2	0	1	0
t001439	3	0	0	0
t001440	2	0	0	0
t001441	5	0	0	1
t001442	2	0	0	-1
t001443	4	0	0	1
t001444	-2	1	1	2
t001445	4	0	0	0
t001451	9	0	0	0
t001452	1	0	0	0
t001453	4	1	0	2
t001454	6	0	0	0
t001455	2	0	0	0
t001456	4	1	2	0
t001457	8	-1	0	0
t001458	7	0	0	1
t001459	3	0	0	0
t001460	5	0	0	1
t001461	4	0	0	1
t001462	5	0	0	0
t001463	5	0	1	0
t001464	3	0	1	2
t001465	2	0	0	0
t001466	7	0	0	1
t001467	3	0	0	0
t001468	7	0	-1	0
t001469	4	0	0	0
t001470	2	0	0	0
t001471	3	0	0	0
t001472	7	0	0	0
t001473	3	0	0	0
t001474	2	0	0	0
t001475	2	0	0	1
t001476	5	0	0	0
t001477	1	0	9	0
t001478	6	-1	0	3
t001479	6	0	0	1
t001480	9	0	0	-1
t001481	8	0	0	0
t001482	1	0	0	0
t001483	1	0	0	0
t001484	0	0	0	0
t001485	0	0	0	0
t001486	1	0	0	0
t001487	1	2	0	2
t001488	6	0	0	0
t001489	3	0	0	1
t001491	7	0	0	-1
t001492	0	0	0	0
t001493	6	0	0	0
t001494	2	0	0	2
t001495	5	0	0	1
t001496	0	0	0	0
t001497	2	0	0	0
t001498	5	0	1	0
t001499	4	0	0	1
t001500	6	0	-1	0
t001501	4	0	0	0
t001502	7	0	0	0
t001503	3	0	0	0
t001504	3	0	0	1
t001505	6	0	0	0
t001506	6	0	0	0
t001507	4	0	0	1
t001508	1	0	0	0
t001509	2	0	1	1
t001510	2	0	0	3
t001511	2	0	0	0
t001512	7	1	1	0
t001513	1	0	0	0
t001514	1	0	0	0
t001515	2	0	0	0
t001516	2	0	0	0
t001517	7	0	0	0
t001518	5	0	0	0
t001519	6	0	0	0
t001520	6	0	0	-1
t001522	6	0	0	0
t001524	3	0	0	1
t001526	4	0	0	0
t001527	4	0	0	1
t001528	4	0	0	1
t001529	4	1	0	0
t001530	4	0	0	0
t001531	3	0	0	1
t001532	0	0	0	0
t001533	5	0	0	0
t001534	9	0	0	1
t001535	4	0	0	0
t001536	5	0	0	0
t001537	5	-1	-1	0
t001538	2	0	0	0
t001539	3	0	0	0
t001540	8	0	0	0
t001541	3	0	0	0
t001542	7	0	0	1
t001543	6	0	0	0
t001544	3	0	0	0
t001545	1	0	0	0
t001546	6	0	0	-1
t001547	2	0	0	0
t001548	4	0	0	0
t001549	2	0	0	0
t001550	4	0	0	0
t001551	2	0	0	-1
t001552	9	0	0	0
t001553	3	0	0	0
t001554	1	0	0	0
t001555	5	0	0	0
t001556	0	0	0	2
t001559	2	0	0	0
t001560	4	0	0	0
t001561	0	0	0	1
t001562	3	0	0	0
t001563	0	0	0	0
t001564	0	0	0	1
t001565	4	0	0	0
t001566	9	0	0	0
t001567	6	0	0	0
t001569	4	0	0	0
t001570	0	0	0	0
t001571	0	0	-1	0
t001572	4	0	-1	1
t001573	0	0	0	0
t001574	5	0	0	-1
t001575	6	1	0	0
t001576	4	0	1	2
t001577	3	0	0	0
t001578	1	0	0	0
t001579	1	0	1	1
t001580	0	0	0	0
t001581	6	0	0	0
t001582	6	0	0	0
t001583	1	0	1	0
t001584	4	0	0	0
t001586	9	0	0	0
t001587	1	0	1	1
t001588	3	0	0	0
t001589	3	0	0	0
t001590	0	0	1	0
t001591	0	0	0	1
t001592	1	0	0	1
t001593	4	0	0	0
t001594	2	1	0	1
t001595	5	0	0	1
t001596	1	0	0	0
t001597	5	0	0	0
t001598	0	0	0	0
t001600	1	0	0	0
t001601	1	0	0	0
t001602	-1	0	0	0
t001603	2	0	0	0
t001604	2	0	0	0
t001605	5	0	0	1
t001606	6	0	0	0
t001607	2	0	1	0
t001608	3	0	0	0
t001609	7	0	-1	0
t001610	2	0	0	0
t001611	3	0	0	0
t001612	4	0	0	0
t001613	3	0	-1	0
t001614	1	0	0	0
t001615	1	-1	0	-2
t001616	2	0	0	2
t001617	4	0	0	0
t001618	1	0	0	0
t001619	1	0	0	0
t001620	2	0	0	0
t001621	2	0	4	0
t001622	0	0	3	0
t001623	6	0	0	0
t001624	1	0	0	0
t001626	3	0	0	1
t001627	0	0	0	0
t001628	1	0	0	0
t001629	0	0	0	1
t001630	3	0	0	0
t001632	3	-1	0	0
t001633	4	0	0	-3
t001634	3	0	-1	0
t001635	1	0	0	0
t001636	2	0	0	0
t001637	1	0	0	0
t001638	3	0	0	0
t001639	2	0	0	0
t001640	8	0	0	0
t001641	3	0	0	0
t001642	2	0	1	0
t001643	5	0	0	-2
t001644	3	0	0	-1
t001645	5	-1	0	0
t001646	3	0	0	0
t001647	3	0	0	-1
t001648	2	0	0	0
t001650	4	0	0	0
t001651	4	0	0	0
t001652	7	0	0	0
t001653	2	0	0	0
t001654	4	0	0	1
t001655	7	0	0	0
t001656	2	0	0	0
t001657	2	0	0	3
t001658	1	0	0	0
t001659	4	0	0	0
t001660	0	0	0	2
t001661	4	0	0	0
t001662	1	0	0	1
t001663	5	0	0	0
t001664	6	0	0	-1
t001665	4	0	0	0
t001666	0	0	0	0
t001667	3	0	0	0
t001668	6	0	0	0
t001669	0	0	-1	1
t001670	3	0	0	0
t001671	4	0	0	0
t001672	2	0	0	0
t001673	4	0	1	0
t001674	3	0	0	-1
t001675	1	0	0	0
t001676	3	0	1	0
t001677	6	0	0	0
t001678	8	0	0	0
t001679	0	0	0	0
t001680	2	0	0	-2
t001681	4	0	0	0
t001682	3	0	0	0
t001684	8	0	0	0
t001685	2	0	0	0
t001686	6	0	0	0
t001687	2	0	0	0
t001688	5	0	0	1
t001689	0	0	0	0
t001690	4	0	0	0
t001691	4	0	0	0
t001692	1	0	0	0
t001693	6	0	0	0
t001694	4	0	0	0
t001695	6	0	0	-1
t001696	5	0	0	1
t001697	0	0	0	1
t001698	1	0	0	0
t001699	1	0	0	0
t001700	3	0	0	0
t001701	4	0	0	0
t001702	0	0	0	1
t001703	7	0	0	1
t001704	4	0	0	0
t001705	5	0	0	0
t001706	6	0	0	0
t001707	0	0	2	0
t001708	3	0	0	1
t001709	3	0	0	0
t001710	2	0	0	0
t001711	0	0	2	0
t001712	12	0	0	0
t001713	4	0	0	0
t001714	5	0	0	0
t001715	4	0	0	1
t001716	0	0	0	1
t001717	4	1	0	1
t001718	2	0	0	0
t001719	3	0	0	0
t001720	3	0	0	1
t001721	4	0	0	0
t001723	5	0	0	0
t001724	4	1	0	0
t001725	4	0	1	0
t001726	3	0	0	0
t001727	1	1	2	1
t001728	3	0	0	0
t001729	2	0	0	2
t001730	6	1	0	0
t001731	4	0	0	1
t001732	6	1	-1	0
t001733	3	0	0	0
t001735	3	0	0	0
t001736	3	0	0	0
t001737	4	0	0	0
t001738	3	0	0	0
t001739	5	0	0	1
t001740	1	0	0	1
t001741	6	0	0	1
t001742	0	0	0	1
t001744	7	0	0	0
t001745	1	0	0	0
t001747	8	0	0	0
t001748	5	0	0	-1
t001750	3	0	0	0
t001751	5	0	0	0
t001752	1	0	0	0
t001753	3	0	0	0
t001754	3	0	0	0
t001755	7	0	0	1
t001756	0	0	0	1
t001760	6	0	-1	0
t001761	5	0	0	0
t001762	1	0	0	0
t001763	3	0	0	2
t001764	2	0	0	0
t001765	3	0	0	0
t001767	6	0	0	1
t001768	2	0	0	0
t001769	3	0	0	0
t001770	2	0	0	0
t001771	5	2	0	0
t001772	2	0	0	-3
t001773	1	0	0	0
t001774	5	1	0	0
t001775	3	0	0	0
t001776	3	0	0	0
t001777	0	0	0	0
t001778	2	1	0	1
t001779	3	0	0	0
t001781	2	0	0	0
t001782	3	1	0	0
t001783	7	0	0	0
t001786	4	0	1	0
t001787	0	0	0	0
t001789	0	0	1	0
t001793	0	0	1	0
t001794	3	0	0	0
t001796	0	0	0	1
t001797	2	0	0	1
t001798	4	0	0	0
t001799	0	0	0	0
t001802	3	0	1	0
t001803	3	0	1	0
t001804	3	0	0	-1
t001805	1	0	0	0
t001806	8	0	0	0
t001808	0	0	1	3
t001810	-2	0	0	0
t001815	4	0	0	0
t001816	4	0	0	1
t001818	0	0	0	1
t001820	3	0	0	0
t001821	3	0	0	2
t001822	3	1	1	0
t001823	3	0	0	1
t001824	1	0	0	0
t001825	1	0	0	-1
t001826	8	0	0	-1
t001827	5	0	0	0
t001828	7	0	0	0
t001829	2	0	0	0
t001830	3	0	0	0
t001831	4	0	0	0
t001833	4	0	0	-2
t001834	0	0	0	0
t001835	0	0	0	1
t001836	4	1	0	0
t001837	3	0	0	0
t001839	3	0	0	0
t001840	2	0	0	2
t001841	3	0	0	0
t001842	7	0	0	0
t001843	8	0	0	1
t001844	2	0	0	0
t001845	0	0	0	-2
t001846	3	0	0	0
t001847	0	0	0	0
t001848	3	0	0	1
t001849	4	0	0	0
t001850	8	1	0	4
t001851	3	0	0	0
t001852	3	0	0	0
t001854	5	0	0	1
t001856	3	0	0	-1
t001858	0	-1	0	0
t001859	5	0	0	0
t001860	0	1	0	0
t001861	4	0	0	1
t001862	4	0	0	0
t001863	0	0	0	0
t001864	0	1	0	0
t001865	4	0	0	0
t001866	5	0	0	0
t001867	0	0	0	0
t001868	3	0	0	0
t001869	3	0	0	0
t001870	3	0	0	0
t001871	0	0	1	0
t001872	1	0	0	0
t001873	-1	0	0	0
t001874	0	0	0	0
t001875	0	0	0	0
t001876	4	0	1	1
t001877	0	0	0	0
t001878	6	0	0	0
t001879	2	0	0	0
t001880	0	0	0	0
t001881	0	0	1	0
t001882	0	0	0	0
t001883	0	-1	0	0
t001884	2	1	0	1
t001885	4	0	0	0
t001886	3	0	0	0
t001887	0	0	1	0
t001888	2	0	0	0
t001889	6	1	0	0
t001890	6	0	0	0
t001892	0	0	0	0
t001894	4	0	0	0
t001895	5	0	0	0
t001896	0	0	0	1
t001897	5	0	0	0
t001899	6	0	0	0
t001900	4	0	0	0
t001901	1	0	0	2
t001902	3	0	0	0
t001903	6	0	0	-3
t001904	1	0	0	0
t001905	2	0	0	0
t001906	4	0	0	0
t001907	3	-2	-1	1
t001908	3	0	0	-1
t001909	7	0	0	-2
t001910	0	0	0	0
t001911	3	0	0	0
t001912	1	0	0	0
t001913	4	0	0	0
t001914	5	0	0	0
t001915	2	0	0	4
t001916	4	0	0	0
t001917	2	0	0	1
t001918	2	0	0	0
t001920	5	0	-1	0
t001922	4	0	0	0
t001923	1	0	0	1
t001924	0	0	0	0
t001925	6	1	0	0
t001926	2	0	0	0
t001927	1	0	1	0
t001928	3	0	0	0
t001930	2	0	0	-1
t001931	0	1	1	2
t001932	0	0	0	1
t001933	0	0	0	0
t001934	0	0	0	0
t001935	3	0	0	0
t001936	2	0	0	-3
t001938	3	0	0	0
t001939	0	0	0	0
t001940	1	0	0	0
t001941	0	0	0	0
t001942	3	0	0	0
t001943	4	1	0	0
t001944	2	0	0	0
t001945	6	0	0	1
t001946	3	0	0	0
t001947	7	0	0	0
t001948	3	0	0	0
t001949	1	0	0	0
t001950	4	1	0	0
t001951	4	0	0	0
t001952	0	0	0	0
t001953	5	-1	0	-1
t001954	6	0	0	-2
t001955	1	0	0	0
t001956	1	0	0	0
t001957	2	0	0	0
t001958	4	0	0	0
t001959	5	1	0	0
t001960	2	0	0	0
t001961	5	0	0	0
t001962	3	0	0	0
t001963	3	0	0	0
t001964	2	0	0	0
t001965	2	0	0	0
t001966	2	0	0	0
t001967	1	0	0	0
t001970	2	0	0	0
t001971	0	0	0	0
t001972	7	0	0	0
t001973	2	0	0	0
t001974	2	0	0	0
t001975	2	0	0	0
t001976	2	0	0	0
t001977	2	0	0	0
t001978	2	1	0	4
t001980	0	0	0	-1
t001981	3	0	0	0
t001982	5	-1	0	-1
t001983	5	0	0	0
t001984	4	0	-1	0
t001985	3	0	0	0
t001986	3	0	0	0
t001987	3	0	0	0
t001988	0	0	0	0
t001990	0	0	0	0
t001993	3	0	0	1
t001994	12	1	0	0
t001995	2	0	0	0
t001996	0	1	0	0
t001997	5	0	0	0
t001998	3	2	0	0
t001999	4	0	0	0
t002000	2	0	0	0
t002001	2	0	1	0
t002002	2	1	0	0
t002004	1	1	0	1
t002005	1	0	0	0
t002006	0	0	0	1
t002007	0	0	0	0
t002008	2	0	0	0
t002009	2	0	0	0
t002010	2	0	0	0
t002011	2	0	0	0
t002012	2	0	0	0
t002013	1	0	0	-1
t002015	4	0	0	0
t002016	3	0	0	0
t002017	1	0	0	1
t002018	1	0	0	0
t002019	3	0	0	0
t002020	7	0	0	-1
t002022	2	0	0	0
t002023	2	0	0	0
t002025	3	0	0	0
t002026	1	0	0	0
t002028	6	0	0	1
t002029	1	0	0	0
t002031	3	0	0	0
t002032	3	0	0	-1
t002034	1	0	0	1
t002036	2	0	0	1
t002040	1	0	0	0
t002041	3	0	0	0
t002043	4	0	0	0
t002044	1	0	0	0
t002045	2	0	0	0
t002046	2	0	0	0
t002047	-1	0	0	0
t002048	2	0	0	-1
t002049	8	1	0	0
t002051	7	0	0	0
t002054	8	0	0	-2
t002055	8	0	0	-2
t002056	8	0	0	-2
t002057	3	0	0	-1
t002058	2	0	0	-2
t002059	3	0	-1	2
t002060	0	0	0	0
t002062	1	0	0	1
t002063	0	0	0	0
t002064	0	0	0	0
t002065	1	0	0	0
t002066	1	0	0	0
t002067	1	0	-1	0
t002068	1	0	0	0
t002069	2	0	0	0
t002070	0	0	0	0
t002071	4	1	0	1
t002072	2	0	0	0
t002073	3	0	0	0
t002074	3	0	0	0
t002075	0	0	-1	-1
t002077	1	0	-1	-1
t002078	1	0	-1	-2
t002080	1	0	0	0
